"GOV","Level of government","TAX","Revenue category","YEA","Year","Value","Flag Codes","Flags"
"FED","Federal or Central government","1210","1210 On profits of corporates","2012","2012",202530,,
"FED","Federal or Central government","1210","1210 On profits of corporates","2013","2013",100353,,
"FED","Federal or Central government","1210","1210 On profits of corporates","2014","2014",277485,,
"FED","Federal or Central government","1210","1210 On profits of corporates","2015","2015",245008,,
"FED","Federal or Central government","1210","1210 On profits of corporates","2016","2016",324479,,
"FED","Federal or Central government","1210","1210 On profits of corporates","2017","2017",222197,,
"FED","Federal or Central government","1210","1210 On profits of corporates","2018","2018",438331,,
"FED","Federal or Central government","1210","1210 On profits of corporates","2019","2019",538093,,
"FED","Federal or Central government","1210","1210 On profits of corporates","2020","2020",584291,,
"FED","Federal or Central government","1210","1210 On profits of corporates","2021","2021",765270,,
"NES","Total","1210","1210 On profits of corporates","2001","2001",19995,,
"NES","Total","1210","1210 On profits of corporates","2002","2002",29118,,
"NES","Total","1210","1210 On profits of corporates","2003","2003",38578,,
"NES","Total","1210","1210 On profits of corporates","2004","2004",47622,,
"NES","Total","1210","1210 On profits of corporates","2005","2005",61696,,
"NES","Total","1210","1210 On profits of corporates","2006","2006",64656,,
"NES","Total","1210","1210 On profits of corporates","2007","2007",51366,,
"NES","Total","1210","1210 On profits of corporates","2008","2008",61747,,
"NES","Total","1210","1210 On profits of corporates","2009","2009",61156,,
"NES","Total","1210","1210 On profits of corporates","2010","2010",136510,,
"NES","Total","1210","1210 On profits of corporates","2011","2011",144433,,
"NES","Total","1210","1210 On profits of corporates","2012","2012",202530,,
"NES","Total","1210","1210 On profits of corporates","2013","2013",100353,,
"NES","Total","1210","1210 On profits of corporates","2014","2014",277485,,
"NES","Total","1210","1210 On profits of corporates","2015","2015",245008,,
"NES","Total","1210","1210 On profits of corporates","2016","2016",324479,,
"NES","Total","1210","1210 On profits of corporates","2017","2017",222197,,
"NES","Total","1210","1210 On profits of corporates","2018","2018",438331,,
"NES","Total","1210","1210 On profits of corporates","2019","2019",538093,,
"NES","Total","1210","1210 On profits of corporates","2020","2020",584291,,
"NES","Total","1210","1210 On profits of corporates","2021","2021",765270,,
"FED","Federal or Central government","1210_L01_SLE","Corporate Tax","2001","2001",19995,,
"FED","Federal or Central government","1210_L01_SLE","Corporate Tax","2002","2002",29118,,
"FED","Federal or Central government","1210_L01_SLE","Corporate Tax","2003","2003",38578,,
"FED","Federal or Central government","1210_L01_SLE","Corporate Tax","2004","2004",47622,,
"FED","Federal or Central government","1210_L01_SLE","Corporate Tax","2005","2005",61696,,
"FED","Federal or Central government","1210_L01_SLE","Corporate Tax","2006","2006",64656,,
"FED","Federal or Central government","1210_L01_SLE","Corporate Tax","2007","2007",51366,,
"FED","Federal or Central government","1210_L01_SLE","Corporate Tax","2008","2008",61747,,
"FED","Federal or Central government","1210_L01_SLE","Corporate Tax","2009","2009",61156,,
"FED","Federal or Central government","1210_L01_SLE","Corporate Tax","2010","2010",136510,,
"FED","Federal or Central government","1210_L01_SLE","Corporate Tax","2011","2011",144433,,
"FED","Federal or Central government","1210_L01_SLE","Corporate Tax","2012","2012",202530,,
"FED","Federal or Central government","1210_L01_SLE","Corporate Tax","2013","2013",100353,,
"FED","Federal or Central government","1210_L01_SLE","Corporate Tax","2014","2014",277485,,
"FED","Federal or Central government","1210_L01_SLE","Corporate Tax","2015","2015",245008,,
"FED","Federal or Central government","1210_L01_SLE","Corporate Tax","2016","2016",324479,,
"FED","Federal or Central government","1210_L01_SLE","Corporate Tax","2017","2017",222197,,
"FED","Federal or Central government","1210_L01_SLE","Corporate Tax","2018","2018",438331,,
"FED","Federal or Central government","1210_L01_SLE","Corporate Tax","2019","2019",538093,,
"FED","Federal or Central government","1210_L01_SLE","Corporate Tax","2020","2020",584291,,
"FED","Federal or Central government","1210_L01_SLE","Corporate Tax","2021","2021",765270,,
"NES","Total","1210_L01_SLE","Corporate Tax","2001","2001",19995,,
"NES","Total","1210_L01_SLE","Corporate Tax","2002","2002",29118,,
"NES","Total","1210_L01_SLE","Corporate Tax","2003","2003",38578,,
"NES","Total","1210_L01_SLE","Corporate Tax","2004","2004",47622,,
"NES","Total","1210_L01_SLE","Corporate Tax","2005","2005",61696,,
"NES","Total","1210_L01_SLE","Corporate Tax","2006","2006",64656,,
"NES","Total","1210_L01_SLE","Corporate Tax","2007","2007",51366,,
"NES","Total","1210_L01_SLE","Corporate Tax","2008","2008",61747,,
"NES","Total","1210_L01_SLE","Corporate Tax","2009","2009",61156,,
"NES","Total","1210_L01_SLE","Corporate Tax","2010","2010",136510,,
"NES","Total","1210_L01_SLE","Corporate Tax","2011","2011",144433,,
"NES","Total","1210_L01_SLE","Corporate Tax","2012","2012",202530,,
"NES","Total","1210_L01_SLE","Corporate Tax","2013","2013",100353,,
"NES","Total","1210_L01_SLE","Corporate Tax","2014","2014",277485,,
"NES","Total","1210_L01_SLE","Corporate Tax","2015","2015",245008,,
"NES","Total","1210_L01_SLE","Corporate Tax","2016","2016",324479,,
"NES","Total","1210_L01_SLE","Corporate Tax","2017","2017",222197,,
"NES","Total","1210_L01_SLE","Corporate Tax","2018","2018",438331,,
"NES","Total","1210_L01_SLE","Corporate Tax","2019","2019",538093,,
"NES","Total","1210_L01_SLE","Corporate Tax","2020","2020",584291,,
"NES","Total","1210_L01_SLE","Corporate Tax","2021","2021",765270,,
"FED","Federal or Central government","1220","1220 On capital gains of corporates","2001","2001",0,,
"FED","Federal or Central government","1220","1220 On capital gains of corporates","2002","2002",0,,
"FED","Federal or Central government","1220","1220 On capital gains of corporates","2003","2003",0,,
"FED","Federal or Central government","1220","1220 On capital gains of corporates","2004","2004",0,,
"FED","Federal or Central government","1220","1220 On capital gains of corporates","2005","2005",0,,
"FED","Federal or Central government","1220","1220 On capital gains of corporates","2006","2006",0,,
"FED","Federal or Central government","1220","1220 On capital gains of corporates","2007","2007",0,,
"FED","Federal or Central government","1220","1220 On capital gains of corporates","2008","2008",0,,
"FED","Federal or Central government","1220","1220 On capital gains of corporates","2009","2009",0,,
"FED","Federal or Central government","1220","1220 On capital gains of corporates","2010","2010",0,,
"FED","Federal or Central government","1220","1220 On capital gains of corporates","2011","2011",0,,
"FED","Federal or Central government","1220","1220 On capital gains of corporates","2012","2012",0,,
"FED","Federal or Central government","1220","1220 On capital gains of corporates","2013","2013",0,,
"FED","Federal or Central government","1220","1220 On capital gains of corporates","2014","2014",0,,
"FED","Federal or Central government","1220","1220 On capital gains of corporates","2015","2015",0,,
"FED","Federal or Central government","1220","1220 On capital gains of corporates","2016","2016",0,,
"FED","Federal or Central government","1220","1220 On capital gains of corporates","2017","2017",0,,
"FED","Federal or Central government","1220","1220 On capital gains of corporates","2018","2018",0,,
"FED","Federal or Central government","1220","1220 On capital gains of corporates","2019","2019",0,,
"FED","Federal or Central government","1220","1220 On capital gains of corporates","2020","2020",0,,
"FED","Federal or Central government","1220","1220 On capital gains of corporates","2021","2021",0,,
"NES","Total","1220","1220 On capital gains of corporates","2001","2001",0,,
"NES","Total","1220","1220 On capital gains of corporates","2002","2002",0,,
"NES","Total","1220","1220 On capital gains of corporates","2003","2003",0,,
"NES","Total","1220","1220 On capital gains of corporates","2004","2004",0,,
"NES","Total","1220","1220 On capital gains of corporates","2005","2005",0,,
"NES","Total","1220","1220 On capital gains of corporates","2006","2006",0,,
"NES","Total","1220","1220 On capital gains of corporates","2007","2007",0,,
"NES","Total","1220","1220 On capital gains of corporates","2008","2008",0,,
"NES","Total","1220","1220 On capital gains of corporates","2009","2009",0,,
"NES","Total","1220","1220 On capital gains of corporates","2010","2010",0,,
"NES","Total","1220","1220 On capital gains of corporates","2011","2011",0,,
"NES","Total","1220","1220 On capital gains of corporates","2012","2012",0,,
"NES","Total","1220","1220 On capital gains of corporates","2013","2013",0,,
"NES","Total","1220","1220 On capital gains of corporates","2014","2014",0,,
"NES","Total","1220","1220 On capital gains of corporates","2015","2015",0,,
"NES","Total","1220","1220 On capital gains of corporates","2016","2016",0,,
"NES","Total","1220","1220 On capital gains of corporates","2017","2017",0,,
"NES","Total","1220","1220 On capital gains of corporates","2018","2018",0,,
"NES","Total","1220","1220 On capital gains of corporates","2019","2019",0,,
"NES","Total","1220","1220 On capital gains of corporates","2020","2020",0,,
"NES","Total","1220","1220 On capital gains of corporates","2021","2021",0,,
"FED","Federal or Central government","1300","1300 Unallocable between 1100 and 1200","2001","2001",0,,
"FED","Federal or Central government","1300","1300 Unallocable between 1100 and 1200","2002","2002",0,,
"FED","Federal or Central government","1300","1300 Unallocable between 1100 and 1200","2003","2003",0,,
"FED","Federal or Central government","1300","1300 Unallocable between 1100 and 1200","2004","2004",0,,
"FED","Federal or Central government","1300","1300 Unallocable between 1100 and 1200","2005","2005",0,,
"FED","Federal or Central government","1300","1300 Unallocable between 1100 and 1200","2006","2006",0,,
"FED","Federal or Central government","1300","1300 Unallocable between 1100 and 1200","2007","2007",0,,
"FED","Federal or Central government","1300","1300 Unallocable between 1100 and 1200","2008","2008",0,,
"FED","Federal or Central government","1300","1300 Unallocable between 1100 and 1200","2009","2009",0,,
